"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"St. Kitts and Nevis","KNA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8780","8820","9190","9910","10530","11300","11860","12650","12360","12710","14160","15010","15300","14710","15950","18250","19640","20340","23040","22360","22800","23680","22780","24210","25110","25110","26630","28310","29540","32010","26610","26040","30850","33810","35130",
"Korea, Rep.","KOR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8350","9470","10170","11020","12160","13450","14640","15640","14780","16620","18410","19590","21320","22020","23730","25010","26810","28990","29950","29460","31780","32750","33910","34460","35500","38030","39720","41120","43220","44240","45540","48960","51980","53180","",
"Kuwait","KWT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43700","34880","45690","56230","60820","67430","66270","69290","71540","65970","69130","66780","64950","74650","85190","94280","100620","101320","96920","85350","80700","83780","88080","82970","74910","50280","46750","53810","58160","57980","47570","58890","62840","63380","62460",
"Latin America & Caribbean (excluding high income)","LAC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6001.11534466568","6313.58738005847","6515.8547478858","6693.44458043479","7035.74274955927","7167.1377020184","7457.21404292447","7856.28435480683","8014.88285222692","8005.24449295464","8364.76387904446","8453.76251207708","8528.32240786324","8801.4951723128","9325.36430312328","9876.54488414159","10766.281574575","11527.3729874916","12151.266771454","11950.2731517492","12705.8932215344","13569.7531081036","13833.172139219","14324.8701088606","14615.8397800479","14397.6062558145","14579.0141947224","15161.5085169212","15725.4193342588","16077.5696262935","15521.1565651573","17308.6867681413","19338.5108331675","20301.8190371513","21049.339344623",
"Lao PDR","LAO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1010","1060","1110","1180","1260","1340","1430","1490","1530","1660","1720","1830","1950","2030","2220","2460","2620","2920","3120","3390","3530","3820","4500","4940","5540","5820","6450","6760","7160","7300","7440","7620","8110","8610","9170",
"Lebanon","LBN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3650","4620","5500","6000","6580","7080","7780","7790","7930","7890","8090","8250","8200","7440","9240","9930","10380","11700","12600","13500","14510","14880","16050","16240","15950","16870","18640","20880","21540","21190","15740","10650","11800","12530","",
"Liberia","LBR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1080","1090","680","450","360","350","390","690","830","800","850","820","830","570","610","650","700","770","830","860","890","990","1050","1230","1270","1220","1370","1520","1570","1700","1510","1440","1590","1680","1760",
"Libya","LBY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17090","19990","19480","18820","19230","19420","20120","20450","19980","17090","19120","18760","20320","23130","23780","26620","28920","31310","31060","29300","30220","15720","26270","21030","17690","18360","17220","18370","19120","16620","11150","12410","12190","13910","14050",
"St. Lucia","LCA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6240","6390","7020","7050","7230","7350","7640","7600","8040","8290","8870","8630","8830","9210","9920","10130","11250","11580","12320","12190","12380","13300","13130","13180","13530","13160","14400","15180","16570","17590","14560","18450","22480","23850","25160",
"Latin America & Caribbean","LCN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6054.25395938482","6402.78178641604","6638.18736486411","6826.90581265644","7138.86033592784","7310.85131062561","7595.49921352925","8011.98445212229","8175.79312479296","8151.30177543969","8518.92328107086","8635.11178955555","8656.90091865404","8883.96683472143","9486.02704882327","10096.6309195538","11062.0306064445","11889.4013837238","12501.2819683657","12268.3598322686","12989.1462213241","13849.5619989243","14172.4024181591","14694.466410331","15001.9192038713","14841.8170778663","15065.5936314032","15684.2965620328","16276.2093706327","16696.4846327313","16107.1746993206","17993.0694911711","20075.7757841158","21151.1954049239","21962.8837746152",
"Least developed countries: UN classification","LDC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","914.124184403877","936.163556657639","917.573536551752","944.275260496843","941.545572074871","1009.50484051799","1057.5005963499","1115.83284592384","1146.31802175387","1174.57903935615","1231.6109524795","1293.50085994456","1355.46668396761","1422.06274073194","1516.15284071985","1641.33684469421","1775.57270280984","1920.98844560355","2036.11543672948","2112.4177451303","2209.52765455556","2296.56430567276","2381.74243888809","2497.79231656331","2655.03077868618","2727.57015404212","2856.23658295643","2964.42536024221","3191.09879274769","3388.12887757895","3436.89848361022","3661.11593554525","4007.75330365565","4198.98532395785","4378.80263375985",
"Low income","LIC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","807.490639504068","804.06134000585","819.158894837409","824.937949778208","822.640981689432","854.914331567528","895.678918886372","958.297179777854","991.6849706796","1001.1361628954","1033.55225878409","1077.47651778452","1118.5698161579","1173.55823858688","1232.70207080228","1313.61388001212","1392.43214998032","1475.71567956521","1528.36306653334","1561.30688645439","1617.20592913522","1614.69168143956","1548.90686899959","1598.25096653557","1713.84659946204","1771.75903163478","1846.43763371256","1860.90377964053","1916.32667724621","1982.18457704764","1938.80508057606","2040.25364274158","2187.02270377898","2206.00228808852","2261.19161268469",
"Liechtenstein","LIE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510","2700","2850","3070","3240","3420","3540","3770","3900","4050","4300","4260","4460","4810","5170","5620","6190","6760","7170","7500","8150","8990","10070","11000","11460","11940","12750","13280","13820","13720","12590","13990","13830","14020","15240",
"Lower middle income","LMC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1493.53461104578","1544.52288147607","1596.39665400812","1654.71554561645","1734.53141501209","1844.36357273888","1952.81379103675","2028.53956920737","2118.60525764191","2236.81732823679","2328.28156335844","2439.16908915481","2521.52527491893","2679.39830461615","2894.84455999625","3140.66745160438","3413.23685725817","3696.95558001174","3858.09594253745","4046.08934609312","4288.68158562269","4514.85158966343","4857.47086249863","5068.17023642683","5271.60533531492","5474.41098938619","5740.22328349602","6059.65066711056","6509.29407164671","6913.95791142306","6868.37286803841","7560.3685973952","8507.43454619911","9263.71314082293","9883.3043726674",
"Low & middle income","LMY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2284.68690346685","2402.84814457671","2508.60785538603","2627.96510660394","2750.01652769565","2894.80947887125","3076.25761593418","3241.52721190799","3271.74026893721","3386.08476504667","3598.50196266655","3766.77829500396","3945.94978958597","4197.76368117963","4570.91472610035","4972.11077570918","5497.84296352705","6064.09399100846","6461.90959271374","6673.33774631581","7173.61335229277","7661.72777263907","8133.60293062043","8492.72753107015","8822.18350241973","8950.82183887252","9285.62756483941","9759.31220066691","10359.6518288331","10922.287985433","10917.7802521657","12135.851815892","13484.4313862771","14534.993040837","15393.9559422285",
"Lesotho","LSO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1230","1270","1300","1300","1370","1390","1480","1530","1510","1570","1620","1950","2010","2120","2140","2180","2260","2690","2800","2680","2770","2730","2680","2920","3090","3390","3340","2970","3130","3060","3040","2970","3320","3500","3580",
"Late-demographic dividend","LTE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2862.49196919636","2943.41832406817","3007.61305148107","3188.10508740584","3365.61160718889","3603.66626243999","3820.70809864972","4056.70955835297","4152.2345889024","4343.71776580991","4735.40021567525","5050.18909325854","5412.46329508911","5888.90732199616","6516.44978494977","7212.94921269943","8238.66193359741","9293.33696205772","10232.7954700907","10585.9940634408","11483.7683289136","12519.8120280287","13442.8022473056","14191.9179161887","14811.8648281021","14871.5849869346","15378.8700694858","16294.6809929474","17560.8500024896","18858.5619237097","19136.8407261267","21724.0164344496","23925.5091692567","25882.1375243688","27733.8258134348",
"Lithuania","LTU","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8250","8030","6490","5590","5180","5960","6350","6970","7620","7670","8310","9330","10390","11790","12790","14270","16110","18370","20080","18580","19700","22030","23800","25990","27680","27830","29690","32390","35390","39310","40160","44340","48510","49360","53070",
"Luxembourg","LUX","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29850","33320","34060","35170","35450","37320","38620","41050","41490","45980","48770","50000","49410","48740","58380","62650","63160","72380","71210","55400","61400","65490","74230","72410","76490","69430","75120","82300","83480","83210","84630","92640","92780","98850","106980",
"Latvia","LVA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7820","7100","5010","4980","5280","5380","5670","6360","6920","7130","7830","8890","9770","10510","11510","13200","14630","16740","18390","17750","17520","18600","20340","21800","23000","24010","25770","27570","29330","31740","32760","36220","39260","40510","43130",
"Macao SAR, China","MAC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28090","28700","31610","32630","33500","33840","33200","33410","31610","30280","31740","35960","39210","43490","53310","56360","59850","74100","67330","70600","88050","103640","112030","124350","121920","97300","97310","107670","114520","111390","68120","73970","75870","113490","",
"St. Martin (French part)","MAF","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2710","2940","2910","2890","3230","3060","3470","3420","3680","3740","3860","4200","4380","4680","4980","5250","5750","6040","6420","6540","6760","7160","7170","7450","7090","7680","7740","7990","7680","7930","7630","8500","9150","9700","10150",
"Monaco","MCO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6930","6010","4360","4420","3100","3120","3110","3220","3010","2980","3170","3520","3940","4350","4880","5420","5790","6030","6660","6100","6790","7310","7940","9020","9400","9730","10900","11910","12430","14120","13990","15990","16520","18030","18880",
"Madagascar","MDG","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1120","1040","1060","1070","1060","1060","1080","1120","1140","1180","1220","1280","1090","1200","1260","1310","1380","1480","1560","1460","1440","1450","1420","1420","1460","1450","1510","1510","1500","1560","1450","1550","1680","1770","1830",
"Maldives","MDV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4080","4010","4260","4410","4860","5910","6360","6840","7310","7730","8120","8000","8600","9720","10460","9450","11760","10910","12060","10920","11250","12260","12660","13570","15110","16440","17270","18230","19900","20820","12320","17110","20250","21890","23630",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5859.2064573015","6165.1956908211","6466.99436054902","6548.45845112693","6629.28072782653","6825.52900107875","7105.873421943","7342.74133422378","7592.12947829867","7649.87171919587","8143.19201727615","8315.54065661479","8404.58588426834","8727.309192149","9492.91356854605","10039.9688482041","10749.4620248046","11385.2250977651","11752.1221195886","11633.956796229","12061.4739612762","12485.3165371255","12885.1702230945","12838.6240021762","12736.4268630255","11759.6853547626","11659.8976934928","12178.8088620946","12836.7631560913","12796.199470219","12069.0871682541","13358.5738667027","14920.1241176672","15484.1860740926","15870.1717242969",
"Mexico","MEX","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8360","8890","9280","8840","9250","8620","9190","9930","10500","10800","11470","11530","11620","11930","12540","13070","14320","14790","15470","14960","15730","17010","17630","17640","18370","18600","19580","19970","20380","20370","18730","20250","22840","24240","24920",
"Marshall Islands","MHL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2630","2660","2880","3090","3310","3630","3150","2980","3060","3110","3250","3490","3540","3560","3660","3920","3940","4220","4030","4110","4260","4280","4160","4580","4810","5440","5530","5770","6370","7340","7290","7350","8420","9000","9720",
"Middle income","MIC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2381.81299462812","2507.9673717533","2620.58659209125","2748.92123375286","2880.55202916146","3034.45846477296","3227.33833720998","3401.68826518694","3433.79594164908","3557.6025908165","3784.88938598003","3964.51307713599","4156.99467398983","4427.0977326409","4827.67539925123","5257.79332894512","5823.67943217917","6434.20588822598","6866.08807554357","7098.78927817783","7643.05271055177","8179.92696707882","8705.13555033176","9098.47695407367","9455.13511315442","9598.98016361455","9967.50488783001","10493.7094019513","11157.8466521127","11783.0222129389","11798.4180093252","13143.611319341","14632.9338988372","15811.6679512276","16779.2415245052",
"North Macedonia","MKD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5280","5180","4880","4730","4810","4870","4970","5150","5370","5620","6040","6010","6320","6530","7190","7830","8850","9190","10790","11440","11830","12200","12450","13340","14210","14560","15800","16480","17690","19290","19210","21170","23030","23140","25210",
"Mali","MLI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","820","930","900","940","960","970","1030","1070","1140","1190","1190","1320","1320","1460","1470","1580","1670","1730","1820","1840","1930","1990","1940","2010","2120","2290","2480","2540","2620","2720","2630","2700","2900","3050","3210",
"Malta","MLT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10780","11390","11930","12520","13160","14190","14770","15620","16060","17170","17720","18730","19860","20920","21680","21270","22360","24370","25980","24970","27210","28210","29230","30650","32580","35720","36440","42380","43750","46550","44200","49640","51930","54540","57860",
"Myanmar","MMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","440","440","490","530","570","620","660","700","740","820","950","1070","1200","1380","1600","1860","2150","2460","2750","3040","3350","3580","3690","4010","4180","4300","4340","4560","5430","5900","5630","5100","5630","5840","5920",
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3640.71971605466","3923.34670511499","4096.27295029239","4138.26933187037","4185.54462723492","4290.90633068807","4516.51982488392","4632.64102978023","4841.74018280296","4973.72320155129","5294.16100057244","5463.08626204882","5601.79462932365","5737.26644976049","6217.14376669791","6567.94263216569","7008.50636590266","7493.0141143282","7717.21947541131","7768.2935638932","8033.55783228724","8041.20326540159","8243.25883119122","8210.05459034105","8102.53850574328","7810.93457709316","7932.10777457294","8249.97443431488","8587.76117827065","8558.12980666724","8625.20578670413","9154.58518667917","10070.6509652446","10520.3928648732","10809.2689314136",
"Montenegro","MNE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6090","6480","5970","6310","7110","7500","7770","8250","8410","10630","12610","14020","13050","13540","14580","14080","15130","15530","16630","18270","19970","21620","24230","21160","24330","28150","30890","33280",
"Mongolia","MNG","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3420","3180","2890","2830","2960","3170","3270","3410","3560","3660","3720","3880","4070","4370","4910","5300","5900","6520","7070","6820","6920","8130","9370","9850","10010","9590","9650","9540","11160","12100","12400","12630","14830","16030","16930",
"Northern Mariana Islands","MNP","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","310","280","310","310","310","340","380","410","460","460","510","520","600","660","690","750","810","870","930","970","1050","1070","1110","1150","1290","1350","1250","1300","1360","1380","1430","1460","1530","1510",
"Mauritania","MRT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","2050","2050","2120","2030","2220","2460","2340","2390","2450","2320","2240","2370","2520","2640","2870","3280","3230","3220","3190","3140","3190","3360","3720","3720","3860","4600","5280","5400","5540","5670","5740","6450","6950","7200",
"Mauritius","MUS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4970","5360","5770","6120","6370","6740","7130","7620","8070","8310","9110","9610","9850","10480","11190","11690","12640","13930","14760","15030","15910","16560","17860","18730","19620","20690","22340","23500","24520","25380","22890","25280","29260","31670","34340",
"Malawi","MWI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","670","730","670","750","690","830","880","920","930","950","970","920","920","970","1020","1060","1120","1230","1310","1380","1440","1500","1440","1530","1480","1370","1410","1350","1320","1420","1470","1640","1720","1780","1790",
"Malaysia","MYS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6590","7200","7790","8590","9330","10220","11160","11800","10780","11150","11970","12120","12760","13610","14620","15650","16920","18230","18900","18550","19550","20820","21800","22390","23500","23860","24590","25670","26930","28180","26920","29010","33280","35360","37500",
"North America","NAC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23577.4476985827","23978.8227559754","24979.0924051973","25933.1747756923","27192.6612229062","28191.5286022575","29408.260553249","30848.536679031","32182.1896856255","33870.4216470975","35697.0710230968","36535.0126480646","37376.1161078723","38895.2800586313","41125.8570995776","43515.7693320896","45581.6999097757","47449.4936971723","48139.0967674213","46751.6720722292","48321.5555087371","49809.2654053858","51367.7236156197","52991.4066563843","54807.4936590138","56184.4443686662","57413.4081696515","59617.2927103498","62280.7983763554","64431.3063065209","63315.2474611944","70192.2243658323","76682.5173233858","80558.278805736","83659.1046474793",
"Namibia","NAM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3940","4340","4500","4370","4400","4650","4640","4780","4900","4880","5150","5180","5510","5960","6560","6660","7310","7630","7890","7830","8090","8630","8990","9670","10310","10450","10000","9710","9490","9370","9320","9340","10190","10710","11300",
"New Caledonia","NCL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","740","740","750","750","750","760","760","760","830","810","800","850","870","880","880","940","990","1010","1070","1050","1120","1130","1200","1180","1210","1230","1230","1250","1330","1480","1430","1610","1680","1850","1990",
"Nigeria","NGA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3790","3980","4230","4420","4510","4730","5080","5060","4940","4890","4950","5260","5290","5380","5790","6020","6210",
"Nicaragua","NIC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1970","1790","1750","1770","1810","1990","2150","2270","2400","2560","2700","2780","2830","2930","3150","3370","3540","3790","3940","3760","3930","4210","4330","4480","4880","5240","5600","5900","5640","5760","5880","6750","7200","7940","8270",
"Netherlands","NLD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18640","19670","20220","20970","22070","23300","24530","25940","27220","29130","31630","32420","33570","33860","35450","37250","40920","43640","44410","43320","45070","46940","47220","49340","49300","50200","51590","55010","58460","60990","60640","69410","76020","77650","83040",
"Norway","NOR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17930","18950","20180","21080","22630","24050","26510","28300","27880","30310","36480","37850","38160","38900","42750","48490","54410","56010","61800","55930","58850","63060","66330","68090","68420","63260","61860","66940","73090","73110","69890","88780","123270","105610","105770",
"Nepal","NPL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","830","890","920","950","1030","1060","1110","1160","1190","1240","1320","1390","1390","1450","1540","1630","1730","1830","1960","2050","2160","2260","2480","2680","2940","3000","3010","3640","3980","4300","4290","4570","5130","5460","5830",
"Nauru","NRU","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19680","16100","13550","11540","11300","10590","9490","8770","7830","7420","7080","6790","6220","6360","6330","6350","7150","5960","6740","6670","6850","8130","9950","10680","12120","13780","14210","13670","13070","15050","16450","18330","21910","23720","23210",
"New Zealand","NZL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14250","13580","13970","14810","15950","16760","17070","17980","18440","19350","20280","21380","22130","22850","23680","24020","25880","27260","27730","29500","29740","31260","31680","34830","35830","36320","38680","40640","40970","44050","44460","46690","51880","52000","53160",
"OECD members","OED","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16654.8965026649","17250.7083808077","17866.1171652176","18371.7967855636","19172.5543295405","19878.3561232267","20774.548113972","21744.2161877417","22326.7074681401","23214.6425191839","24668.9004270357","25437.3862914814","26206.4835836264","27023.4296717964","28502.2239578023","29875.6703580295","31837.7828396609","33384.9865071099","34215.303079399","33364.4962272672","34729.4148834513","36194.303816888","37162.1720801252","38520.4994153482","39671.7449857029","40750.4367630718","42148.8893804878","43819.823027693","45515.4872596208","47537.714212763","46539.1953138046","51031.351494735","56484.7568631477","58540.0716381855","61151.3521303327",
"Oman","OMN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26290","27710","28940","30150","31010","32750","33690","35710","35520","35430","37960","40070","39770","40040","41560","42420","45370","47820","50750","52220","52610","49600","47410","45320","42190","35020","32420","32400","35750","34660","32570","36050","39000","39790","38840",
"Other small states","OSS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7104.55053566114","7237.84305027693","7188.35184001967","7356.10504348331","7615.17243264099","8034.71204912475","8335.22967701877","8853.73023761062","9081.91345206981","9252.58386442325","9863.06261984985","10363.6641087351","10832.4400739548","11308.4879402664","11936.2532481","12649.4371991293","13877.2501745611","14950.4280158943","15723.8863728541","15070.2594666047","15474.5827223043","16547.0946656354","16987.5322009862","17287.7481530859","17555.7007082323","17599.3240696276","18328.4384258577","19593.5451587504","20518.5216505128","22160.6735613706","20985.3666655369","22973.4908900785","25314.7637112069","26479.9116768687","27967.6422021711",
"Pakistan","PAK","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1870","1960","2100","2120","2180","2270","2350","2350","2360","2430","2510","2580","2620","2770","3000","3240","3460","3600","3650","3690","3720","3830","3990","4110","4250","4410","4550","4720","4900","4950","4960","5300","5840","5930","6140",
"Panama","PAN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4930","5340","5860","6310","6550","6500","6250","6620","7060","7290","7720","7800","8190","8280","8940","9770","10870","12560","13840","14000","14380","16540","18190","20570","22310","25560","28180","31550","29900","31180","26190","29100","34600","37880","39290",
"Peru","PER","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3160","3390","3370","3540","3960","4250","4420","4720","4710","4760","4900","5000","5270","5480","5730","6150","6630","7370","8210","8360","9000","9690","10080","10710","11000","11200","11570","12010","12430","13070","12230","14100","15540","16100","16770",
"Philippines","PHL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2570","2610","2650","2720","2870","3010","3190","3380","3600","3660","3680","3800","3920","4120","4410","4710","5000","5370","5630","5750","6110","6320","6770","7120","7460","7680","8200","8630","9250","9820","8860","9170","10730","12190","13330",
"Palau","PLW","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10770","11420","10670","9360","10010","11060","12110","12280","12390","11660","9460","10250","10710","10780","11550","12280","12790","13460","13250","13060","13300","14460","14850","14940","15640","16850","16810","17100","17410","18100","17770","16310","16780","16500","",
"Papua New Guinea","PNG","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1660","1830","1980","2310","2440","2350","2430","2330","2180","2160","2110","2060","2020","1980","2060","2220","2220","2440","2450","2500","2700","2640","2870","2860","3440","3430","3640","3740","3690","3770","3780","3730","4160","4320","4610",
"Poland","POL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5860","5720","5920","6320","6860","7680","8290","8940","9490","10030","10670","11130","11750","12190","12990","13660","14820","16260","17990","18690","20300","22000","22830","23540","24480","25980","27250","28890","30980","34400","35720","39260","44270","44980","48680",
